payment_id,type,card_number,ccv,expiry_date,billing_address,city,province,postal_code
2394606,Visa,4.58E+15,33,25-Sep,3774 Debs Center,Laval,Quebec,H2Z 3D2
4993186,MasterCard,5.48E+15,469,21-Feb,135 Oriole Trail,Montreal,Quebec,H8P 0H1
8858391,Visa,3.12E+15,408,25-Apr,5 Sullivan Lane,Montreal,Quebec,H9J 1K4
7391377,MasterCard,6.67E+15,915,21-Mar,9 Gulseth Trail,Montreal,Quebec,H4L 5J1
2301835,MasterCard,6.80E+15,969,23-Feb,734 Riverside Plaza,Laval,Quebec,H9Q 5C4
4580969,Visa,3.53E+15,2,24-Apr,342 Morning Center,Montreal,Quebec,H7T 7K6
5808542,Visa,6.91E+15,735,20-Jul,22 Elgar Court,Montreal,Quebec,H6G 8V6
4404819,Amex,5.32E+15,20,22-Oct,1337 Rigney Avenue,Montreal,Quebec,H0T 5Z1
4133633,MasterCard,4.04E+15,692,18-Jun,1 Meadow Valley Hill,Montreal,Quebec,H1N 4N3
2267077,Visa,8.37E+15,428,20-Feb,99077 Sutherland Drive,Laval,Quebec,H1Y 4F2
9444151,MasterCard,6.70E+15,501,17-Apr,6773 Twin Pines Pass,Montreal,Quebec,H0U 1T2
2968884,Amex,2.98E+15,941,22-Jul,54951 Buhler Avenue,Montreal,Quebec,H6A 5P4
1912432,MasterCard,7.99E+15,245,25-Mar,96 Bay Terrace,Montreal,Quebec,H0Z 8D1
6297767,Visa,9.63E+15,460,25-Jul,178 Loftsgordon Avenue,Montreal,Quebec,H3J 9C4
9761203,MasterCard,1.40E+15,39,21-Feb,689 Fairfield Crossing,Montreal,Quebec,H9U 9Z3
9197488,Amex,9.97E+14,339,18-Apr,23 Johnson Circle,Montreal,Quebec,H3Q 4N6
6286184,Amex,2.94E+15,455,22-Oct,79161 8th Street,Montreal,Quebec,H3I 1N8
3752456,Visa,3.49E+15,322,17-Dec,5 Redwing Street,Montreal,Quebec,H5U 0Y5
4280732,MasterCard,1.20E+15,988,17-Jun,5 Elka Circle,Montreal,Quebec,H4T 1Y4
8304861,Amex,7.74E+15,278,24-Oct,6220 Stone Corner Junction,Montreal,Quebec,H6N 0G2
2836966,Visa,2.93E+15,197,18-Apr,04255 Karstens Parkway,Montreal,Quebec,H4B 0Z4
3179664,MasterCard,7.75E+14,83,23-Jan,100 Jackson Pass,Laval,Quebec,H6U 0K1
3288695,MasterCard,7.21E+15,648,22-May,06403 Eagan Crossing,Montreal,Quebec,H2X 9O5
1627551,MasterCard,2.40E+15,671,23-Apr,09161 Delaware Road,Montreal,Quebec,H8C 9D8
1682094,Amex,9.59E+14,325,27-Jan,75 Springview Street,Montreal,Quebec,H4F 7U4
2161845,MasterCard,3.17E+15,787,19-May,816 Holmberg Way,Montreal,Quebec,H3Y 0Q9
3925167,MasterCard,6.06E+15,168,26-Sep,257 Waywood Drive,Montreal,Quebec,H4L 0M3
6085014,MasterCard,7.57E+15,102,26-Jan,2 Oakridge Lane,Montreal,Quebec,H4J 5K0
8871988,Visa,8.10E+14,549,21-Jan,50 Artisan Park,Montreal,Quebec,H2J 4M4
8381190,Amex,2.76E+15,719,18-May,195 Mockingbird Hill,Montreal,Quebec,H6V 9U4
9003415,Visa,5.93E+15,106,26-Oct,88 Moland Avenue,Montreal,Quebec,H2K 0I0
1852343,Amex,4.58E+15,177,24-Mar,1175 Continental Crossing,Montreal,Quebec,H3G 0H2
1305489,MasterCard,7.97E+15,264,23-Jan,9 Rockefeller Circle,Montreal,Quebec,H1N 9C1
6475335,MasterCard,3.82E+15,735,20-Aug,670 Burning Wood Plaza,Montreal,Quebec,H3Z 0L9
9819279,MasterCard,5.19E+15,362,25-Feb,2369 Judy Terrace,Montreal,Quebec,H6S 0P7
3312042,MasterCard,4.40E+15,522,22-Feb,9 Thierer Point,Montreal,Quebec,H4S 9M7
2579812,MasterCard,5.73E+15,790,21-Jul,752 Crowley Court,Montreal,Quebec,H4K 9D7
5800167,MasterCard,8.43E+15,108,24-Oct,93501 Fair Oaks Drive,Montreal,Quebec,H1O 5M3
5465108,Visa,7.15E+15,824,19-Apr,19 Waubesa Hill,Montreal,Quebec,H7N 3C3
8178300,Visa,1.44E+15,875,17-Nov,480 Farragut Plaza,Montreal,Quebec,H2Y 4B0
9952392,MasterCard,3.94E+15,714,26-Apr,40 Muir Alley,Montreal,Quebec,H0G 3P8
1087183,Amex,8.74E+15,117,22-Sep,4517 Ridgeway Court,Montreal,Quebec,H1Q 4B7
5646551,MasterCard,6.32E+15,546,18-Aug,6 Bowman Junction,Laval,Quebec,H7Y 2H5
5220101,Visa,6.15E+15,389,20-Sep,71 Norway Maple Center,Montreal,Quebec,H2Q 2B9
6704875,MasterCard,2.34E+15,783,20-Oct,27 Reindahl Center,Montreal,Quebec,H1A 0H8
7551292,Visa,5.69E+14,994,26-Mar,1 Blaine Circle,Montreal,Quebec,H5P 8V7
3299477,Amex,3.11E+15,994,17-Jul,32 Village Green Junction,Laval,Quebec,H4D 9X4
7082833,MasterCard,9.39E+15,56,20-Jul,93865 Mosinee Center,Montreal,Quebec,H1C 5J9
2808513,Visa,6.51E+15,162,23-Nov,77 School Center,Laval,Quebec,H3W 1J6
7807247,Amex,4.88E+15,537,17-Jun,103 Dwight Trail,Montreal,Quebec,H8T 5Z0
3119044,Visa,7.21E+15,600,26-Nov,683 Arapahoe Plaza,Montreal,Quebec,H9Y 5F6
9780417,MasterCard,3.44E+15,171,20-Jul,1725 Tony Center,Montreal,Quebec,H2C 7Q7
6182447,MasterCard,5.98E+15,428,20-Mar,38 Rigney Junction,Montreal,Quebec,H1Y 0Y4
5718081,MasterCard,9.78E+15,521,26-Apr,805 Roth Hill,Montreal,Quebec,H3A 9X3
2853397,Visa,9.63E+15,344,23-Jul,12 Bayside Junction,Montreal,Quebec,H9L 4B9
2657011,MasterCard,5.40E+15,403,23-Jul,665 Randy Center,Montreal,Quebec,H3W 2D1
9951875,Amex,6.60E+15,415,26-Aug,8611 Barnett Park,Montreal,Quebec,H6X 4X8
7487268,MasterCard,7.90E+15,958,18-Mar,3899 Mesta Road,Montreal,Quebec,H9M 7M3
8060647,Visa,6.40E+15,991,17-Jul,3 Sachs Street,Montreal,Quebec,H1Y 6H3
9499024,MasterCard,7.93E+15,464,19-Mar,1692 Havey Circle,Montreal,Quebec,H3P 3J7
7447094,MasterCard,6.06E+14,738,22-Jan,90019 School Avenue,Montreal,Quebec,H1C 2M7
7512227,MasterCard,4.05E+15,859,17-Mar,49 Superior Hill,Montreal,Quebec,H0I 6S8
3745567,Amex,4.34E+15,493,25-Oct,73078 Warbler Way,Laval,Quebec,H4P 4U1
7966325,MasterCard,6.55E+15,696,17-Mar,8 Bellgrove Hill,Montreal,Quebec,H8P 8S3
4859129,MasterCard,9.69E+15,539,20-Nov,3 La Follette Lane,Montreal,Quebec,H5M 5G5
9371725,Visa,3.50E+15,543,24-Dec,2257 5th Hill,Montreal,Quebec,H3P 8V3
9908253,Visa,8.35E+15,691,23-Mar,24 4th Center,Montreal,Quebec,H5K 6E6
9100271,Visa,2.73E+15,732,25-Mar,3 Mockingbird Street,Montreal,Quebec,H2W 8N8
5251912,MasterCard,1.69E+15,958,23-Jan,7 Steensland Terrace,Montreal,Quebec,H3K 1H5
5383047,MasterCard,2.73E+15,41,22-Oct,45 Lakewood Gardens Way,Montreal,Quebec,H2S 0J0
4105395,MasterCard,6.88E+15,975,20-Nov,5 Forest Run Lane,Montreal,Quebec,H4P 4T3
4887358,Visa,5.97E+15,515,22-Sep,7 Daystar Avenue,Montreal,Quebec,H9C 0H7
3938892,MasterCard,4.39E+15,803,26-Apr,840 Hayes Terrace,Montreal,Quebec,H0I 2I4
9051134,MasterCard,5.12E+15,966,17-May,2316 Sommers Street,Montreal,Quebec,H3W 0H5
9730069,MasterCard,1.90E+15,277,20-Jan,42 Morrow Plaza,Montreal,Quebec,H4J 5Y8
2074826,MasterCard,8.74E+15,944,21-Dec,4 Maple Wood Parkway,Montreal,Quebec,H7V 3M0
8672894,Amex,7.44E+15,85,25-Sep,328 Everett Terrace,Laval,Quebec,H0N 0C6
8058552,MasterCard,7.45E+15,280,18-Jan,99 Basil Terrace,Montreal,Quebec,H4V 5C2
7083934,Amex,8.55E+15,493,24-Feb,686 Loomis Hill,Montreal,Quebec,H8W 0P2
6023867,MasterCard,4.59E+15,844,25-Jan,63705 Thompson Parkway,Montreal,Quebec,H0P 8F8
4745247,Visa,8.05E+15,606,18-Aug,2427 Hoffman Trail,Montreal,Quebec,H1B 9E7
7491195,MasterCard,6.89E+15,424,19-Feb,5396 Iowa Court,Montreal,Quebec,H5L 3Y4
3076159,Visa,9.28E+15,870,25-Jan,0352 Straubel Point,Montreal,Quebec,H1I 1Z5
5371509,MasterCard,9.36E+15,867,18-Jul,42 Leroy Circle,Montreal,Quebec,H3T 8O7
4626311,Visa,7.20E+14,284,23-Dec,1 Morrow Hill,Montreal,Quebec,H4X 5Y4
5803355,MasterCard,1.51E+15,989,21-May,72413 Coleman Pass,Laval,Quebec,H2Q 9A4
6603725,MasterCard,5.01E+15,805,17-Dec,9 Badeau Parkway,Montreal,Quebec,H9O 2I5
8048338,Visa,3.58E+15,96,19-Oct,792 Dayton Drive,Montreal,Quebec,H4K 4N8
4095199,Visa,5.20E+15,480,19-Dec,15520 Autumn Leaf Alley,Montreal,Quebec,H2N 2P0
1844921,MasterCard,9.47E+15,430,25-Apr,4453 Linden Lane,Montreal,Quebec,H2V 4I3
4615717,Amex,8.48E+15,987,20-Jun,704 Heath Point,Montreal,Quebec,H5U 9L1
1322604,Visa,1.87E+15,432,24-Nov,87 Corscot Place,Montreal,Quebec,H7G 8K4
9879531,Visa,8.81E+15,620,23-Mar,233 Barby Avenue,Montreal,Quebec,H3S 9V4
3797551,Visa,7.23E+15,84,23-Jan,6 Village Green Center,Montreal,Quebec,H0U 3K0
5766329,MasterCard,5.09E+15,185,18-Jan,92 Aberg Circle,Montreal,Quebec,H3F 1I5
3798567,MasterCard,8.20E+15,305,25-Jul,9 Artisan Drive,Montreal,Quebec,H9T 6X6
4691867,MasterCard,9.96E+15,73,23-May,09 Scott Alley,Montreal,Quebec,H3C 3W6
2516908,Visa,3.34E+15,506,19-Aug,1 Redwing Trail,Montreal,Quebec,H9W 8F3
2374350,MasterCard,9.88E+15,49,21-Dec,84 Sloan Crossing,Montreal,Quebec,H0T 9D7
6152830,Visa,5.23E+15,723,18-Dec,1419 Badeau Park,Laval,Quebec,H2W 8Q9
1908091,Visa,9.26E+15,60,23-Oct,6 Duke Alley,Montreal,Quebec,H3M 7H3
9065890,MasterCard,7.39E+15,660,18-Dec,421 Colorado Alley,Montreal,Quebec,H9G 1T8
1451572,MasterCard,2.78E+15,536,17-Dec,42 Brentwood Avenue,Montreal,Quebec,H6P 7X6
2653461,Visa,2.78E+15,478,26-Feb,9788 Hanover Parkway,Montreal,Quebec,H9U 2D9
4460732,Visa,8.43E+15,941,19-Mar,6089 Mitchell Court,Laval,Quebec,H4R 1B6
3440310,Visa,9.52E+15,772,20-Mar,777 Mcbride Street,Laval,Quebec,H6J 5M6
6157441,MasterCard,5.27E+15,109,18-Nov,3660 Scoville Drive,Montreal,Quebec,H8P 6A8
3750654,MasterCard,4.40E+14,876,24-Jul,50191 Pond Point,Montreal,Quebec,H6U 9G4
9562326,MasterCard,7.33E+15,627,27-Feb,81 3rd Circle,Montreal,Quebec,H0P 9I8
2544942,Visa,9.07E+15,718,24-Jan,8 Graedel Point,Montreal,Quebec,H5Y 0K3
2762842,MasterCard,5.09E+15,79,21-Nov,15 American Point,Laval,Quebec,H3S 7E4
6055061,Visa,1.98E+14,277,25-Dec,65189 Southridge Circle,Montreal,Quebec,H5Z 3N5
8126329,Visa,6.14E+15,953,19-Aug,11755 Hanson Point,Laval,Quebec,H7V 1R7
3224328,MasterCard,3.68E+15,629,26-Dec,2 Sheridan Point,Montreal,Quebec,H7J 4W9
4150652,MasterCard,8.25E+14,90,24-Nov,9740 Raven Way,Montreal,Quebec,H2C 2D9
2386648,MasterCard,6.04E+15,222,22-Sep,40 Cordelia Junction,Montreal,Quebec,H0P 1R4
2799194,MasterCard,8.11E+15,605,24-Oct,1807 Comanche Place,Montreal,Quebec,H7W 8Z4
5327677,MasterCard,7.29E+15,954,24-Feb,3 Buena Vista Plaza,Montreal,Quebec,H8B 4S5
3355905,MasterCard,6.29E+15,763,25-Nov,8 Thierer Drive,Montreal,Quebec,H6O 9W5
1624295,MasterCard,2.84E+15,185,26-Feb,66 Riverside Point,Laval,Quebec,H0Z 9W4
4223276,Visa,6.85E+15,435,26-Sep,86 Dwight Road,Montreal,Quebec,H7T 8T0
2717404,Visa,5.67E+14,7,17-Jun,4546 Loomis Junction,Montreal,Quebec,H9W 7V7
9623193,MasterCard,9.02E+15,482,25-Jul,71016 Maple Wood Place,Montreal,Quebec,H1S 8W2
7275630,Visa,7.34E+15,980,26-Jan,000 Clemons Crossing,Laval,Quebec,H7U 2X5
6901407,MasterCard,4.38E+15,233,20-Jan,309 Carioca Terrace,Montreal,Quebec,H9I 1H1
9100143,Visa,6.34E+15,678,20-Mar,91 Sheridan Street,Montreal,Quebec,H9H 0B3
7751459,MasterCard,2.66E+15,320,25-Sep,84832 Green Crossing,Montreal,Quebec,H9K 0X8
5797830,MasterCard,6.75E+14,594,24-Nov,723 Jenifer Lane,Montreal,Quebec,H7L 5A8
9508594,MasterCard,5.75E+15,811,24-Jan,15460 Village Green Crossing,Montreal,Quebec,H5L 2B8
4925029,Visa,6.19E+15,798,24-Dec,0 Utah Road,Montreal,Quebec,H8N 5K4
7303894,MasterCard,2.16E+15,33,20-Jul,6 Schlimgen Court,Montreal,Quebec,H6V 6J0
8274246,Amex,2.02E+15,154,25-Mar,1 Spenser Court,Montreal,Quebec,H5D 5F6
8125365,MasterCard,6.51E+15,724,21-Jan,2473 Grover Junction,Montreal,Quebec,H8Z 7B9
4589483,MasterCard,3.44E+15,479,19-Feb,56150 Melvin Junction,Montreal,Quebec,H0V 3Y3
7462137,Amex,8.14E+14,955,18-Nov,17843 Monica Avenue,Montreal,Quebec,H1V 0Z2
9930711,Amex,1.89E+15,823,17-Apr,382 Oak Valley Street,Laval,Quebec,H8E 7R7
7306233,Visa,2.99E+15,536,26-Sep,89937 Tennyson Lane,Montreal,Quebec,H2U 6F8
6148106,Visa,3.47E+14,29,19-Nov,14 Annamark Plaza,Montreal,Quebec,H9M 1B9
4782151,Visa,2.05E+15,87,17-Apr,16680 Holmberg Crossing,Montreal,Quebec,H9Q 3F9
6068708,Amex,6.10E+15,522,22-Sep,36 Macpherson Trail,Montreal,Quebec,H7W 1D4
7618640,MasterCard,7.96E+15,94,25-Jul,07213 Eastlawn Alley,Montreal,Quebec,H7V 0R8
3435871,MasterCard,3.61E+15,311,17-Jun,7 Tennyson Road,Montreal,Quebec,H1J 4Q0
4574303,Visa,6.90E+15,915,19-Jan,54 Hudson Plaza,Montreal,Quebec,H7S 9D4
3011622,Amex,8.22E+15,156,24-Apr,11 Montana Lane,Montreal,Quebec,H3N 7U9
9597845,Visa,6.31E+15,109,21-Mar,165 Kennedy Place,Montreal,Quebec,H3X 6R4
7472941,Visa,8.86E+14,353,23-Aug,10 Lerdahl Parkway,Montreal,Quebec,H8Q 3V7
9669070,MasterCard,3.94E+15,94,25-Jul,9248 Myrtle Place,Montreal,Quebec,H9W 3V1
5711510,Visa,8.01E+15,269,21-Mar,99 Merchant Crossing,Montreal,Quebec,H5L 8K8
8220987,MasterCard,2.03E+15,544,24-Aug,65 Gateway Circle,Montreal,Quebec,H2D 6F5
8738688,Visa,5.94E+15,171,22-Sep,9 Bobwhite Pass,Montreal,Quebec,H9B 6E5
9432843,Visa,3.39E+15,546,18-Jan,8652 Grim Center,Montreal,Quebec,H2Y 6O6
8656782,MasterCard,5.11E+15,696,21-May,4 Fulton Avenue,Montreal,Quebec,H2D 9O0
5671234,Amex,8.93E+15,195,18-Apr,180 Summer Ridge Terrace,Laval,Quebec,H9U 7T8
9803541,Visa,5.57E+14,522,25-Jun,78 Colorado Point,Laval,Quebec,H9T 8I5
5874376,Amex,6.76E+15,484,20-May,49 Corben Place,Montreal,Quebec,H3H 1Z9
1700421,MasterCard,8.91E+15,55,20-Jan,0 Hazelcrest Drive,Montreal,Quebec,H7W 3V0
5761292,Visa,6.21E+15,255,19-Oct,19 Menomonie Place,Laval,Quebec,H1X 2P0
3603928,Amex,5.86E+15,511,18-Nov,9189 Ramsey Plaza,Montreal,Quebec,H7S 2Y7
4428105,MasterCard,4.05E+15,519,21-Nov,198 Farragut Court,Montreal,Quebec,H4Z 0G8
5091016,Amex,2.86E+15,190,17-May,1218 Grim Lane,Laval,Quebec,H9R 0F8
7479990,Amex,3.26E+15,989,20-Nov,59 Twin Pines Place,Montreal,Quebec,H3X 3O9
9908611,Visa,8.18E+15,633,22-Oct,417 Harbort Place,Montreal,Quebec,H8E 9E9
9577675,Visa,3.30E+15,737,23-Mar,0 Ryan Alley,Laval,Quebec,H5V 0X6
3673584,MasterCard,4.07E+15,88,26-Jan,3142 Commercial Plaza,Montreal,Quebec,H1F 3Y6
9607852,MasterCard,5.16E+15,822,19-Oct,0357 Eggendart Road,Montreal,Quebec,H6H 4V3
5461539,MasterCard,2.34E+14,121,23-Jul,53323 Beilfuss Avenue,Laval,Quebec,H9A 0B3
7599711,MasterCard,1.45E+15,906,21-May,5 Johnson Alley,Montreal,Quebec,H9J 7W2
7395476,Visa,3.18E+15,932,25-Nov,82450 Schiller Circle,Laval,Quebec,H6P 5T5
3227341,MasterCard,6.09E+15,891,19-Jun,8 Meadow Ridge Junction,Montreal,Quebec,H7Z 5H4
2222707,Visa,6.71E+15,615,20-May,0 Anniversary Pass,Montreal,Quebec,H8X 3A8
3397028,MasterCard,5.77E+15,663,19-Nov,4189 Monterey Trail,Montreal,Quebec,H6O 9K7
7225959,MasterCard,2.43E+15,878,25-Sep,5 Upham Center,Montreal,Quebec,H7D 3S5
8610418,Visa,1.40E+15,795,20-Jul,427 Crowley Crossing,Montreal,Quebec,H2D 2U9
4060619,MasterCard,7.34E+14,324,19-Jan,4447 Eggendart Street,Montreal,Quebec,H9I 8H3
5751853,Visa,8.03E+15,245,20-May,87761 Straubel Junction,Laval,Quebec,H2K 1Y6
4103279,Visa,4.00E+14,933,18-Jan,4 Aberg Hill,Montreal,Quebec,H3V 0Q3
2481477,MasterCard,1.44E+15,292,20-May,45471 Weeping Birch Avenue,Montreal,Quebec,H9V 7V4
1825221,MasterCard,3.71E+15,642,22-Aug,9 Anderson Circle,Montreal,Quebec,H4L 0D0
3774830,Amex,1.32E+15,150,21-May,5923 Drewry Terrace,Montreal,Quebec,H4O 1F9
7505859,Amex,4.01E+15,346,22-Feb,362 Golden Leaf Court,Montreal,Quebec,H5E 6L1
2147267,MasterCard,8.11E+15,609,26-Oct,02 David Center,Laval,Quebec,H0R 6A2
6810728,MasterCard,3.83E+15,533,23-Dec,64753 La Follette Place,Laval,Quebec,H8N 9M4
2963189,MasterCard,5.71E+15,790,21-Dec,67844 Havey Crossing,Montreal,Quebec,H5B 0C9
3893235,MasterCard,2.64E+15,649,21-Jul,9 Southridge Hill,Montreal,Quebec,H7B 6X0
8691517,MasterCard,8.65E+15,185,24-Mar,58965 Crownhardt Trail,Montreal,Quebec,H3F 8F0
7974918,MasterCard,1.63E+15,378,18-Jan,1 Veith Point,Montreal,Quebec,H2A 4D4
1043117,MasterCard,3.22E+15,848,21-Apr,58 Ohio Court,Laval,Quebec,H8H 4B1
5223829,Visa,5.05E+15,662,25-Aug,79 Green Trail,Laval,Quebec,H7B 6A9
8562019,MasterCard,8.89E+15,12,17-Dec,8 Saint Paul Trail,Montreal,Quebec,H8F 0N6
3950420,MasterCard,5.86E+15,0,19-Apr,69349 Butternut Pass,Montreal,Quebec,H4D 7Y1
2675894,Visa,6.15E+15,433,26-Jun,67 Moose Lane,Montreal,Quebec,H9C 4E5
3805474,Visa,6.75E+15,461,24-Jun,3 Westridge Point,Laval,Quebec,H2Z 0I7
6254746,MasterCard,7.48E+15,466,25-Jul,71 Buell Way,Montreal,Quebec,H7E 9O0
6426665,Visa,7.14E+14,343,17-Jun,06 Holmberg Court,Laval,Quebec,H7H 6X9
6968996,Visa,1.92E+15,860,24-Dec,3 Aberg Center,Montreal,Quebec,H4U 5F1
5551522,MasterCard,1.41E+15,12,25-Apr,3 Havey Trail,Montreal,Quebec,H4B 9H4
1943310,MasterCard,3.89E+15,385,17-May,43224 Delaware Crossing,Montreal,Quebec,H5E 2B9
6066930,MasterCard,7.47E+15,811,21-Mar,20 Kedzie Parkway,Montreal,Quebec,H7H 8K2
2139866,MasterCard,1.18E+15,608,24-Mar,7 Welch Drive,Laval,Quebec,H3H 1R9
4029221,Visa,2.77E+15,62,21-Apr,58 Mendota Parkway,Montreal,Quebec,H7K 3G4
1348227,Amex,7.52E+15,824,26-Apr,95 Mcguire Street,Montreal,Quebec,H4M 7X6
6853742,MasterCard,7.03E+14,640,26-Sep,64 Blue Bill Park Plaza,Montreal,Quebec,H0X 2B5
9722839,MasterCard,5.34E+15,924,26-Oct,137 Monterey Junction,Montreal,Quebec,H8A 2S2
2553806,MasterCard,6.18E+15,267,20-May,755 Bay Plaza,Laval,Quebec,H6V 8W9
4541210,MasterCard,3.45E+15,611,19-May,3 Boyd Plaza,Laval,Quebec,H4P 1D6
9797333,Visa,6.38E+15,858,24-May,43 8th Court,Montreal,Quebec,H4S 4K8
6229532,MasterCard,7.67E+15,84,17-Dec,1332 Buell Road,Montreal,Quebec,H2I 3Z4
4202797,MasterCard,2.78E+15,377,22-Aug,2 Knutson Street,Montreal,Quebec,H8D 7H2
2210897,Visa,4.78E+15,541,21-Aug,001 Coolidge Crossing,Montreal,Quebec,H8Q 7N1
6298592,MasterCard,9.12E+15,902,26-Apr,18664 Browning Circle,Montreal,Quebec,H6K 7M5
7696601,Visa,6.55E+15,17,23-Apr,35242 Harper Park,Montreal,Quebec,H5X 1D3
2988917,MasterCard,5.11E+15,850,19-Jun,33570 Magdeline Road,Laval,Quebec,H7Z 1Y8
5520702,Amex,2.52E+15,707,24-Dec,998 Manley Drive,Montreal,Quebec,H4Q 0W5
1700705,MasterCard,1.77E+15,680,23-Aug,92 Dwight Plaza,Laval,Quebec,H5N 3F9
2514370,Amex,7.65E+15,754,17-Jul,631 Gerald Parkway,Montreal,Quebec,H5S 5I1
6854442,Amex,4.09E+15,877,21-Dec,77 Gerald Road,Montreal,Quebec,H9T 2V3
5316265,MasterCard,4.05E+15,728,22-Nov,2 4th Center,Montreal,Quebec,H4D 1W0
4334946,MasterCard,8.14E+15,190,26-Feb,5 Tony Lane,Montreal,Quebec,H6P 5H6
3402218,Visa,6.73E+15,576,26-Dec,135 Shasta Crossing,Laval,Quebec,H3M 5L0
2559338,Visa,7.42E+15,271,24-Nov,85578 Hazelcrest Street,Laval,Quebec,H5I 7Y4
6094525,Amex,4.12E+15,69,19-Nov,52423 Kinsman Drive,Montreal,Quebec,H2I 2F9
3195550,Visa,8.78E+15,746,21-Jan,93 Lunder Place,Montreal,Quebec,H4N 4S7
5448159,Visa,7.41E+15,291,18-Nov,43 Washington Hill,Montreal,Quebec,H5Y 3P6
7800404,Amex,7.34E+14,549,21-Aug,7 Londonderry Pass,Laval,Quebec,H0C 9F5
7282134,MasterCard,3.97E+15,100,23-Jun,1496 Hudson Avenue,Laval,Quebec,H8R 0N7
7583267,Visa,3.02E+15,927,26-Nov,40 Charing Cross Road,Montreal,Quebec,H0E 4Y1
4354924,MasterCard,1.38E+15,329,25-Jan,42741 Dixon Place,Montreal,Quebec,H3B 3F4
9255251,Visa,4.84E+15,918,25-Nov,4826 Prentice Lane,Montreal,Quebec,H6U 2A1
8598156,Visa,6.93E+15,709,17-Mar,0 Aberg Point,Montreal,Quebec,H7K 7N0
5477377,Amex,9.25E+15,810,24-Sep,46 Calypso Pass,Montreal,Quebec,H8C 2G9
4270924,Amex,3.55E+15,632,25-Feb,53 Thackeray Court,Montreal,Quebec,H9Z 0F4
1558249,Amex,2.54E+15,42,18-Mar,88003 Cordelia Court,Montreal,Quebec,H7T 7L5
8333229,Visa,3.18E+15,72,20-Jan,4 Southridge Trail,Montreal,Quebec,H9V 3M0
2913671,MasterCard,2.39E+15,813,27-Feb,0297 Crescent Oaks Drive,Montreal,Quebec,H0L 9U6
